Categoría	Título	Empresa	Ubicación	Contrato	Salario	Experiencia	Fecha publicación	Habilidades	Descripción	Enlace
big-data	Soporte Analista de Datos	Accenture	Madrid	Autónomo	N/D	N/D	07/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo soporte analista de datos en Madrid Accenture - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato r	https://www.tecnoempleo.com/soporte-analista-datos-accenture/excel-power-query/rf-93771e1ba2e9f3b59d4c
big-data	Desarrollador/a UI5 en BTP	Btp En Grupo Digital	Barcelona	Remoto	500 €	N/D	07/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo desarrollador/a ui5 en btp en Grupo Digital - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato reg	https://www.tecnoempleo.com/desarrollador-ui5-en-btp-grupo-digital/sap-ui5-sap-btp/rf-e0f21ed69297d30f754a
big-data	Data Engineer (Spark / Scala / AWS)	N/D	Remoto	Remoto	N/D	5 años	07/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo data engineer (spark / scala / aws) en PANEL Sistemas Informáticos Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidat	https://www.tecnoempleo.com/data-engineer-spark-scala-aws-panel-sistemas-infor/spark/rf-3d9413ec02d863365d4b
big-data	Data Analyst - Geoespacial	Arelance	Remoto	Remoto	31k	N/D	07/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, pandas, power bi, python, r, spark, sql	Oferta de Empleo data analystgeoespacial en Arelance - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrado 	https://www.tecnoempleo.com/data-analyst-geoespacial-arelance/python-pyspark/rf-fc8d1f77e22f33ab264c
big-data	Technical Lead DATA Snowflake Cloud	Serem	Remoto	Remoto	N/D	N/D	07/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo technical lead data snowflake cloud en Serem - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato re	https://www.tecnoempleo.com/technical-lead-data-snowflake-cloud-serem/dbt-aws/rf-447214722265b325874f
big-data	Senior Data Engineer con Discapacidad	N/D	Madrid	Prácticas	45.000 €	N/D	07/11/2025	ai, airflow, aws, azure, big data, docker, git, java, kubernetes, linux, ml, pandas, power bi, python, r, scikit, spark, sql	Oferta de Empleo senior data engineer con discapacidad en Madrid Michael Page Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato regi	https://www.tecnoempleo.com/senior-data-engineer-con-discapacidad-michael-page/python-sql/rf-77dc11f672daf3e67947
big-data	Back-end Software Engineering	Santander	Madrid	Prácticas	N/D	2 años	07/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo back-end software engineering en Madrid Santander - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candida	https://www.tecnoempleo.com/back-end-software-engineering-santander/java-oracle/rf-72ba1c621279838b2441
big-data	Data Growth Analyst	Randstad Es	Madrid	Indefinido	N/D	3 años	07/11/2025	ai, aws, azure, big data, docker, gcp, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo data growth analyst en Madrid Randstad ES - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato regis	https://www.tecnoempleo.com/data-growth-analyst-randstad-es/sql-python/rf-dcfb1f8c6261c34e1844
big-data	Data Engineer	San Sebastian Med Consulting	Madrid	Freelance	N/D	N/D	06/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo data engineer en San Sebastian MED Consulting - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato r	https://www.tecnoempleo.com/data-engineer-med-consulting/microsoft-fabric-synapse/rf-c2d9197b42a7633ab64d
big-data	Data Engineer - Migración de Datos	N/D	Sevilla	Híbrido	18.000 €	N/D	07/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo data engineermigración de datos en Hibrido Michael Page Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrad	https://www.tecnoempleo.com/data-engineer-migracion-datos-michael-page/python-sql/rf-d7b01c69e271231f3b4f
big-data	Analista de datos / Data Analyst	N/D	Madrid	Híbrido	N/D	4 años	05/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo analista de datos / data analyst en Hibrido Segula Technologies Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato r	https://www.tecnoempleo.com/analista-datos-data-analyst-segula-technologies/etl/rf-b3b31b8b62c673fd8e4d
big-data	Senior AI Scientist	Santander	Madrid	Indefinido	N/D	N/D	05/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, scikit, spark, sql, tensorflow	Oferta de Empleo senior ai scientist en Madrid Santander - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registr	https://www.tecnoempleo.com/senior-ai-scientist-santander/python-pytorch/rf-4ce81e9a122083d5744b
big-data	Big Data Engineer Gcp	Randstad Es	Madrid	Prácticas	N/D	N/D	06/11/2025	ai, airflow, aws, azure, big data, docker, gcp, git, java, kubernetes, linux, ml, pandas, power bi, python, r, spark, sql	Oferta de Empleo big data engineer gcp en Madrid Randstad ES - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato reg	https://www.tecnoempleo.com/big-data-engineer-gcp-randstad-es/etl-python/rf-4e05149b72c323cd2a47
big-data	DATA ENGINEER- Apasionado por la IA	N/D	Madrid	Teletrabajo	54.000 €	N/D	05/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo data engineer- apasionado por la ia en Madrid Michael Page Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato regist	https://www.tecnoempleo.com/data-engineer-apasionado-por-la-ia-michael-page/pyspark-sql/rf-f5fa1e29a207b337c949
big-data	Senior DevOps Engineer	Talan	N/D	Indefinido	N/D	N/D	06/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo senior devops engineer en Málaga Talan - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registra	https://www.tecnoempleo.com/senior-devops-engineer-talan/ci-cd-aws/rf-fe9a1743a25333ea0c4f
big-data	Java Spring Boot Developer	Santander	Madrid	Híbrido	N/D	3 años	05/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo java spring boot developer en Madrid Santander - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato 	https://www.tecnoempleo.com/java-spring-boot-developer-santander/java/rf-f4f51877d2755303054f
big-data	Data Scientist con Discapacidad	N/D	Madrid	Indefinido	35.000 €	N/D	06/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo data scientist con discapacidad en Madrid Michael Page Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrado	https://www.tecnoempleo.com/data-scientist-con-discapacidad-michael-page/python-r/rf-bce61c45a27d13905343
big-data	Data Analyst - cliente final	Page Personnel	Madrid	Indefinido	40.000 €	N/D	06/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo data analystcliente final en Madrid Page Personnel - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candid	https://www.tecnoempleo.com/data-analyst-cliente-final-page-personnel/excel-sql/rf-0d0e1bd4329ae3147f48
big-data	Developer Java Big Data	Michael Page	N/D	Indefinido	30.000 €	2 años	06/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo developer java big data en Málaga Michael Page - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato 	https://www.tecnoempleo.com/developer-java-big-data-michael-page/spark-spring/rf-274c1264a2682352fa45
big-data	Cloud Machine Learning Operations	N/D	Madrid	Híbrido	N/D	N/D	04/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo cloud machine learning operations en Hibrido PANEL Sistemas Informáticos Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Ca	https://www.tecnoempleo.com/cloud-machine-learning-operations-panel-sistemas-i/genai-azure/rf-661011b4a29293208f49
big-data	Global Internship Program 2026	Gmv	Madrid	Prácticas	N/D	Sin experiencia	04/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo global internship program 2026 en Madrid GMV - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato re	https://www.tecnoempleo.com/global-internship-program-2026-gmv/informatica-telecomunicaciones/rf-78431c49623d233eaa4d
big-data	Data Scientist Consultant	Accenture	Madrid	Indefinido	N/D	N/D	04/11/2025	ai, aws, azure, big data, docker, gcp, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo data scientist consultant en Barcelona Accenture - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidat	https://www.tecnoempleo.com/data-scientist-consultant-accenture/python-r/rf-f3c7118012eab3d33b45
big-data	Data Developer (Spark y Python)	Arelance	Remoto	Remoto	27.000 €	2 años	06/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo data developer (spark y python) en Arelance - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato reg	https://www.tecnoempleo.com/data-developer-spark-python-arelance/python-spark-aws-sql-git-jenkins/rf-99631521129ef3a2e646
big-data	Especialista Bases de Datos	N/D	Madrid	Híbrido	N/D	4 años	06/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo especialista bases de datos en Hibrido Digital Talent Agency Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato regi	https://www.tecnoempleo.com/especialista-bases-datos-digital-talent-agency/sql-oracle/rf-e6381865a249c3270446
big-data	Senior Data Scientist	Wizeline	Barcelona	Híbrido	N/D	N/D	05/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, pandas, power bi, python, r, scikit, spark, sql	Oferta de Empleo senior data scientist en Hibrido WIZELINE - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato regis	https://www.tecnoempleo.com/senior-data-scientist-wizeline/python-scala/rf-470b1e85122b63e7d547
big-data	Senior Data Engineer	Michael Page	Barcelona	Indefinido	N/D	N/D	05/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo senior data engineer en Barcelona Michael Page - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato 	https://www.tecnoempleo.com/senior-data-engineer-michael-page/spark-scala/rf-5d4c120f728a732eb149
big-data	Data Engineer / Incidencias	Grupo Digital	Madrid	Híbrido	36.000 €	5 años	05/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo data engineer / incidencias en Hibrido Grupo Digital - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Cand	https://www.tecnoempleo.com/data-engineer-incidencias-grupo-digital/python-snowflake/rf-ee2c11d352323302ad4d
big-data	Big Data Software Engineer - SCIB Madrid	N/D	Madrid	Indefinido	N/D	6 años	03/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo big data software engineerscib madrid en Madrid Santander Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registr	https://www.tecnoempleo.com/big-data-software-engineer-scib-madrid-santander/scala-spark/rf-f1b615b9b2b4d39ec842
big-data	Prácticas: Data Engineer	Gmv	Madrid	Prácticas	N/D	Sin experiencia	05/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo prácticas: data engineer en Hibrido GMV - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registr	https://www.tecnoempleo.com/practicas-data-engineer-gmv/etl-sql/rf-77a21aeca2598362154f
big-data	Python Developer (GenAI/LLM)	N/D	Madrid	Híbrido	500 €	N/D	04/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo python developer (genai/llm) en Hibrido Grupo Digital Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato registrado 	https://www.tecnoempleo.com/python-developer-genai-llm-grupo-digital/fastapi/rf-a76611cda2f6031baa45
big-data	Data & AI Transformation Coach	Basf	Madrid	Indefinido	N/D	N/D	05/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo data & ai transformation coach en Madrid BASF - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato r	https://www.tecnoempleo.com/data-ai-transformation-coach-basf/inteligencia-artificial/rf-1f6c1ebcf28d43935743
big-data	Ingeniero/a de datos Python-Pyspark	Quental	Remoto	Remoto	21.000 €	N/D	06/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo ingeniero/a de datos python-pyspark en Quental - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato 	https://www.tecnoempleo.com/ingeniero-datos-python-pyspark-quental/python/rf-58b31f5382769324b444
big-data	Engineer DATA	Krell Consulting & Training	Remoto	Remoto	46.000 €	3 años	04/11/2025	ai, aws, azure, big data, docker, git, java, kubernetes, linux, ml, power bi, python, r, spark, sql	Oferta de Empleo engineer data en Krell Consulting & Training - Tecnoempleo.com Búsquedas TOP: Empleo público Amazon Web Services Buscar sueldos Buscar Empleo IT Publicar Ofertas Acceso Empresas Acceso Candidatos Regístrate gratis Acceso Candidato re	https://www.tecnoempleo.com/engineer-data-krell-consulting-training/azure-synapse/rf-3fa7139d12bd33d43f45
